Measuring station manager,Measuring station,Processor,Processing date,Subject,Phase,repetition no.,Neck girth,Back neck point to waist,Upper arm girth R,Upper arm girth L,Back neck point to wrist R,Back neck point to wrist L,Across back shoulder width,Bust girth,Waist girth,Hip girth,Thigh girth R,Thigh girth L,Total crotch length,Inside leg height,Gendre
IBV,MOVE4D,IBV,20191030,IEEEP2_05,2,1,419.118,489.142,362.039,362.347,865.109,867.887,455.569,1151.71,1110.29,1137.42,680.177,670.26,875.646,821.663,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_05,2,2,420.836,491.391,361.837,364.459,864.263,862.274,449.414,1133.48,1108.13,1143.64,679.757,670.488,877.886,819.367,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_06,2,1,393.017,462.016,355.606,361.297,819.693,827.453,449.566,1054.34,876.79,997.285,607.014,610.706,784.053,722.723,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_06,2,2,395.89,460.87,360.536,367.517,841.344,848.379,466.365,1071.29,880.779,1001.08,612.522,615.345,777.751,726.926,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_07,2,1,357.052,448.887,355.569,351.993,732.189,722.4,398.429,1071.83,991.659,1156.17,659.437,649.738,775.397,680.904,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_07,2,2,357.126,440.297,359.745,355.839,731.968,724.838,388.807,1069.94,993.899,1160.58,648.445,642.305,779.156,677.713,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_08,2,1,351.297,456.316,339.317,345.022,795.071,800.888,403.088,989.037,908.95,1215.27,734.244,712.4,796.331,833.212,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_08,2,2,349.913,454.507,338.883,345.8,794.675,801.211,408.88,990.907,910.099,1213.8,737.676,717.109,797.637,836.482,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_09,2,1,322.899,416.969,305.383,300.262,728.15,722.381,385.816,986.099,851.474,1063.19,648.871,650.13,632.088,697.601,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_09,2,2,318.316,397.42,300.907,298.043,716.728,711.579,373.434,983.864,814.999,1059.08,658.253,657.178,675.489,715.606,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_10,2,1,319.779,437.857,292.066,298.057,785.344,784.569,384.027,886.31,814.193,1115.05,635.242,625.914,768.131,780.469,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_10,2,2,320.13,431.944,294.183,300.81,780.867,778.43,383.178,887.966,808.467,1115.94,638.292,625.166,768.762,777.145,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_11,2,1,392.756,465.008,376.31,371.139,802.263,796.797,460.246,1161.52,941.867,1054.24,620.709,619.141,797.735,720.04,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_11,2,2,395.939,462.943,380.064,371.736,814.458,802.696,454.192,1168.45,938.38,1056.41,622.619,621.171,800.119,719.99,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_12,2,1,363.481,472.656,321.671,319.372,817.845,815.199,397.345,987.565,842.214,1043.02,622.806,611.493,859.893,811.861,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_12,2,2,364.157,464.746,323.465,318.942,820.64,820.985,410.086,1005.6,836.291,1038.39,625.593,613.896,862.626,812.318,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_13,2,1,378.433,417.837,330.143,323.194,735.21,752.888,431.456,1095.54,964.624,1143.43,655.078,642.3,830.688,715.806,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_13,2,2,381.59,409.91,333.144,326.811,751.628,760.956,427.631,1107.64,1000.63,1141.84,659.641,645.302,832.596,719.639,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_14,2,1,451.13,471.048,374.125,372.549,817.742,807.843,459.947,1112.97,1151.82,1145.08,677.18,678.36,880.251,713.719,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_14,2,2,454.831,468.515,372.211,368.918,818.883,803.751,473.128,1118.14,1149.14,1148.06,676.258,677.366,869.512,713.674,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_15,2,1,343.814,428.134,327.568,321.565,740.752,741.255,400.04,989.786,854.839,964.591,580.519,573.661,738.718,708.233,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_15,2,2,346.991,419.364,330.549,321.484,736.681,734.331,383.515,995.875,857.67,966.68,579.754,573.106,739.799,705.978,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_16,2,1,399.036,414.322,373.027,373.334,745.372,738.646,434.801,1096.91,983.409,1137.26,690.229,680.152,776.41,693.939,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_16,2,2,398.391,414.052,367.74,373.258,738.312,734.266,440.059,1091.86,987.552,1135.92,688.371,677.94,783.02,690.845,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_17,2,1,323.033,387.397,269.223,264.516,704.97,703.876,348.04,867.034,704.847,949.279,567.638,547.957,699.928,692.275,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_17,2,2,326.865,385.502,266.582,262.767,708.223,705.873,336.656,862.185,705.21,946.571,566.092,544.937,705.604,692.5,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_18,2,1,356.763,422.928,316.732,320.871,736.243,740.657,403.959,1041.58,869.711,1040.63,613.081,595.698,749.497,726.495,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_18,2,2,348.212,422.116,322.41,321.374,735.626,742.899,397.282,1038.96,869.143,1043.2,615.941,596.781,749.356,728.858,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_19,2,1,398.447,432.565,318.527,321.147,763.581,764.942,436.482,989.121,904.664,929.422,548.214,545.049,745.273,698.459,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_19,2,2,399.497,432.232,318.387,321.596,756.264,759.423,428.298,977.653,903.197,930.362,548.186,542.813,745.749,695.753,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_20,2,1,390.675,444.646,295.126,292.78,735.369,741.157,405.168,966.512,923.632,962.231,520.56,509.567,784.735,652.694,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_20,2,2,396.324,442.768,300.471,299.72,740.293,745.428,417.058,983.744,927.113,961.177,521.244,508.743,768.624,655.33,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_21,2,1,330.912,412.704,325.362,327.008,709.737,708.572,378.811,912.96,788.025,1109.55,673.192,663.803,734.834,695.589,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_21,2,2,327.381,394.279,325.397,330.025,707.38,710.063,365.89,915.285,775.484,1103.12,673.731,665.456,751.043,700.959,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_22,2,1,349.688,438.788,296.709,308.246,766.175,781.159,413.968,965.05,866.855,1014.84,585.542,584.842,753.022,733.99,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_22,2,2,352.484,439.962,294.523,305.056,762.829,773.432,406.203,956.148,868.04,1012.51,585.765,584.437,759.053,730.824,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_23,2,1,349.982,434.701,318.64,328.992,779.221,775.628,399.148,1036.49,848.386,986.718,565.885,563.834,793.325,766.98,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_23,2,2,349.034,433.282,320.358,330.697,779.205,785.272,411.716,1041.73,858.276,982.895,567.948,563.999,780.235,770.649,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_24,2,1,397.323,461.878,421.477,428.806,780.927,782.478,423.833,1139.66,1087.99,1331.72,772.081,770.345,822.849,727.218,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_24,2,2,396.258,453.129,419.655,425.083,774.29,780.239,425.105,1137.47,1069.56,1328.71,777.173,776.044,840.094,734.962,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_25,2,1,308.224,398.232,270.397,260.777,707.414,691.119,356.11,897.852,745.268,942.37,576.878,564.193,677.286,732.42,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_25,2,2,310.056,403.557,274.998,264.689,713.288,689.278,358.222,904.517,757.798,946.376,573.992,561.53,668.616,728.438,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_26,2,1,313.379,419.173,311.207,313.581,729.745,721.723,351.012,931.002,736.327,1010.5,617.085,617.036,749.521,739.511,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_26,2,2,311.54,414.528,311.972,312.162,723.206,728.48,351.118,934.479,742.793,1009.55,614.451,613.737,746.15,731.889,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_27,2,1,349.967,425.824,276.132,272.271,802.01,796.968,407.044,919.78,741.548,934.914,554.802,549.735,737.695,751.692,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_27,2,2,348.869,421.565,268.338,268.062,792.828,790.213,404.695,933.239,747.302,936.667,559.927,556.734,746.443,762.676,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_28,2,1,355.943,461.718,323,306.739,867.654,864.449,412.917,1003.48,853.686,1019.16,573.397,582.771,753.103,861.176,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_28,2,2,353.486,448.482,319.34,303.126,862.755,858.267,421.213,1017.48,849.366,1016.43,572.194,581.877,769.935,861.31,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_29,2,1,373.773,471.691,291.217,288.588,826.448,828.044,431.657,928.053,778.026,908.602,489.356,502.114,744.31,778.227,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_29,2,2,368.941,458.816,281.39,284.204,817.205,811.666,417.528,926.909,761.313,908.502,485.398,503.983,770.166,785.944,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_30,2,1,347.689,410.65,339.645,339.124,745.996,736.037,414.435,1094.86,897.541,1077.89,624.252,616.072,711.731,719.226,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_30,2,2,343.685,411.723,340.805,335.912,735.219,731.868,412.479,1098.22,899.141,1079.1,621.31,615.18,717.384,717.777,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_31,2,1,315.634,409.262,272.006,269.752,747.93,733.678,372.225,842.021,780.061,951.926,568.378,565.364,615.952,747.109,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_31,2,2,314.411,393.032,274.77,269.486,753.859,740.246,376.253,853.985,760.375,950.566,567.058,557.856,651.295,752.518,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_32,2,1,401.623,452.163,359.946,352.322,773.27,771.89,446.958,1071.44,912.536,1060.72,632.007,624.382,779.077,734.781,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_32,2,2,401.386,449.689,354.809,350.164,760.599,771.03,440.872,1037.66,904.28,1062.05,631.624,624.657,784.058,737.304,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_33,2,1,399.559,468.505,342.985,334.585,809.985,803.837,456.737,1083.44,1046.1,1097.22,649.976,632.995,845.896,729.772,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_33,2,2,398.345,473.598,341.136,337.528,792.011,801.207,437.618,1081.89,1043.04,1103.55,652.389,634.611,841.374,731.362,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_34,2,1,428.121,441.028,380.094,376.707,764.986,768.197,456.818,1195.98,1112.94,1102.36,653.984,647.67,819.463,683.786,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_34,2,2,423.176,440.677,379.695,374.985,756.505,767.258,447.014,1186,1105.3,1097.1,649.501,641.597,824.977,680.412,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_35,2,1,352.53,385.585,311.406,311.088,711.591,720.395,379.688,1003.48,1020.6,1113.95,600.006,592.915,771.013,688.761,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_35,2,2,337.715,383.246,312.654,311.263,703.705,716.111,373.66,1002.99,1019.15,1114.55,598.24,587.634,783.139,687.672,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_36,2,1,295.125,388.956,266.64,270.44,707.501,704.821,342.402,833.235,673.459,941.509,567.13,548.017,709.525,696.684,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_36,2,2,294.288,382.197,265.94,269.107,696.933,699.743,334.222,827.117,667.227,936.751,568.998,547.792,716.059,702.84,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_37,2,1,443.393,463.732,359.159,377.223,834.466,831.953,474.488,1202.98,1155.61,1154.92,681.723,688.229,848.722,757.606,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_37,2,2,447.379,458.667,361.249,379.499,842.755,831.314,475.131,1218.24,1157.21,1163.35,679.134,684.964,837.808,757.729,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_38,2,1,356.927,479.98,383.867,380.867,753.921,762.132,413.919,1130.64,1069.04,1293.08,797.722,788.096,854.514,736.292,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_38,2,2,357.341,472.554,387.763,381.887,764.434,770.078,431.852,1143.73,1062.66,1296.65,798.927,788.658,859.82,739.154,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_39,2,1,303.078,412.222,261.798,259.606,731.983,732.973,343.247,862.513,719.37,967.18,560.106,555.822,709.001,762.888,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_39,2,2,301.009,411.892,264.079,259.629,733.065,734.784,340.945,852.125,717.792,970.399,565.645,559.611,706.25,766.661,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_40,2,1,364.328,448.054,313.993,320.233,765.929,780.043,428.641,1009.81,974.893,995.47,566.014,572.965,766.657,734.597,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_40,2,2,364.794,442.723,315.372,321.968,762.734,778.558,417.99,1021.37,966.311,998.749,553.891,559.786,787.756,721.025,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_41,2,1,394.176,429.255,316.832,310.68,767.631,769.568,422.164,1043.44,912.521,988.628,552.453,550.958,759.121,733.815,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_41,2,2,397.429,422.89,319.203,311.46,768.34,772.754,429.825,1063.55,902.134,989.685,551.169,549.755,753.814,734.66,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_42,2,1,402.375,484.745,319.687,315.042,780.091,780.671,421.316,1114.98,1029.47,1031.58,591.124,580.624,794.493,759.921,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_42,2,2,403.961,464.189,310.833,310.856,774.369,768.571,417.504,1146.64,1024.2,1036.98,592.637,583.486,816.942,762.749,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_43,2,1,344.505,402.22,287.193,292.378,723.804,727.005,367.086,915.465,738.402,1008.69,606.136,590.042,716.505,715.381,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_43,2,2,340.62,409.111,286.872,291.69,724.443,726.179,356.593,902.71,744.611,1010.46,607.555,589.522,710.504,715.306,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_44,2,1,315.139,409.264,268.816,269.967,724.802,726.85,355.887,912.026,720.466,973.412,582.478,585.724,710.831,716.206,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_44,2,2,312.241,403.672,268.862,270.5,719.515,724.85,350.995,911.44,709.995,967.898,581.202,587.449,708.463,716.017,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_45,2,1,320.723,403.581,282.375,285.366,717.573,702.865,362.084,957.399,768.508,948.539,577.398,574.673,653.246,731.997,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_45,2,2,318.674,405.347,285.45,290.47,722.403,710.292,366.315,955.862,778.496,947.544,576.179,575.984,646.902,728.444,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_46,2,1,422.88,449.669,308.004,308.391,800.263,798.727,448.977,1058.48,953.249,1017.45,545.006,538.661,792.276,719.963,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_46,2,2,423.486,447.793,310.439,308.894,797.648,801.315,448.407,1065.36,950.258,1017.76,544.642,538.376,788.617,720.112,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_47,2,1,366.315,468.665,306.538,300.056,814.279,822.13,413.058,942.89,842.905,1020.98,599.745,589.054,774.104,832.326,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_47,2,2,368.061,473.875,307.46,305.638,816.571,822.071,412.244,943.129,849.148,1020.32,597.958,589.676,767.971,833.456,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_48,2,1,376.595,398.601,310.856,314.791,751.835,734.809,394.622,1158.83,1004.69,1094.6,591.626,589.766,761.869,725.005,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_48,2,2,378.758,392.57,316.544,315.364,746.074,734.898,399.648,1163.18,1005.11,1093.58,591.924,591.61,766.32,726.849,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_49,2,1,365.156,451.877,287.054,286.091,794.569,794.489,423.965,977.579,835.12,982.235,570.534,563.136,782.053,762.745,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_49,2,2,366.296,455.25,291.081,288.863,801.182,806.143,426.35,982.615,838.793,980.084,569.839,563.526,777.19,760.794,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_50,2,1,393.816,381.961,373.925,388.99,691.247,695.725,436.455,1234.51,1169.95,1217.89,647.328,650.653,797.111,638.566,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_50,2,2,393.081,385.605,373.683,394.088,699.05,698.06,427.722,1238.11,1170,1221.19,643.273,645.822,794.037,633.769,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_51,2,1,382.848,405.797,339.528,348.161,736.339,737.212,417.587,1109.23,1001.42,1034.95,571.261,585.759,742.919,708.564,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_51,2,2,386.569,404.097,345.538,348.113,741.645,743.48,436.198,1102.22,1003.72,1033.99,580.791,594.699,746.332,716.156,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_52,2,1,371.179,465.49,307.266,311.73,825.419,814.245,404.779,947.234,813.248,998.558,578.49,566.973,796.864,796.18,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_52,2,2,372.66,465.989,305.719,310.267,822.153,817.411,410.366,957.773,805.927,996.499,576.253,567.069,790.695,792.389,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_53,2,1,371.026,467.922,343.926,345.545,818.54,817.28,416.845,1006.06,846.439,1077.72,647.522,632.924,821.737,763.42,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_53,2,2,370.662,461.954,345.385,346.998,819.076,819.357,412.254,1018.15,851.279,1079.17,648.625,633.579,827.881,763.666,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_54,2,1,373.507,435.924,378.828,370.506,774.754,751.211,405.973,1056.36,972.338,1182.14,695.344,681.325,786.885,731.729,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_54,2,2,373.622,436.083,374.726,365.073,769.671,758.044,411.586,1049.57,965.598,1182.26,688.811,678.537,789.952,728.696,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_55,2,1,351.944,409.477,376.363,378.786,702.885,702.082,411.303,1112.03,1046.61,1267.77,717.948,701.354,810.09,673.255,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_55,2,2,353.575,410.419,376.91,383.587,710.481,701.555,409.211,1100.8,1049.05,1258.73,712.503,701.35,804.984,672.462,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_56,2,1,394.059,448.065,325.472,335.96,822.476,835.602,427.487,1017.63,890.283,974.127,567.522,555.076,780.206,744.298,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_56,2,2,388.744,448.201,325.396,339.611,818.542,831.528,421.946,1010.23,892.491,973.936,565.939,553.295,781.022,742.062,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_57,2,1,310.685,408.868,262.524,263.508,735.858,734.279,331.448,814.995,762.989,970.877,552.855,552.608,669.035,735.568,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_57,2,2,309.83,411.996,262.88,262.969,737.727,733.211,332.777,811.146,762.321,964.78,554.885,552.666,664.066,737.478,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_58,2,1,372.316,449.233,350.715,337.598,796.446,783.303,415.185,1042.02,836.203,990.555,623.796,618.997,776.825,724.797,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_58,2,2,371.527,451.302,349.809,339.951,803.326,798.265,425.427,1049.49,842.591,994.051,623.067,621.038,772.481,729.347,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_59,2,1,389.658,454.445,324.865,316.292,823.143,818.932,447.652,1067.47,909.432,1044.85,601.396,600.131,777.88,784.122,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_59,2,2,390.335,449.75,315.46,309.591,817.331,810.39,444.657,1062.33,905.422,1036.85,601.147,598.692,790.166,783.346,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_60,2,1,331.452,389.091,288.245,301.004,732.233,740.553,374.876,932.308,807.202,1032.73,610.791,588.835,755.959,749.04,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_60,2,2,331.66,400.999,288.711,300.233,725.167,727.766,360.02,924.047,816.691,1032.63,609.804,590.839,742.172,747.336,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_61,2,1,386.401,450.171,356.932,357.21,767.225,777.512,446.779,1032.83,846.015,991.442,638.853,634.122,754.846,695.277,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_61,2,2,387.797,448.328,354.912,356.093,770.138,774.156,438.39,1024.36,844.321,994.518,639.991,635.47,758.478,692.462,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_62,2,1,314.611,402.951,239.442,242.254,719.384,722.065,339.058,805.497,649.308,934.18,530.23,532.949,683.847,764.533,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_62,2,2,320.243,405.363,237.749,243.561,715.316,717.848,330.644,801.725,638.709,928.163,530.259,531.013,685.132,763.797,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_63,2,1,307.561,386.332,258.459,256.485,700.467,703.932,345.032,841.54,701.454,949.397,562.366,565.4,702.513,706.913,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_63,2,2,308.292,383.728,255.027,255.843,694.901,694.045,337.413,834.288,694.127,945.757,559.552,565.043,708.695,706.953,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_64,2,1,420.814,454.155,366.565,372.677,814.46,819.051,467.407,1114.02,1001.53,1103.67,663.849,645.26,824.862,735.782,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_64,2,2,423.707,448.185,367.105,371.869,810.68,817.333,458.408,1121.5,998.952,1096.28,664.078,645.713,828.587,737.904,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_65,2,1,343.899,388.312,314.466,315.545,754.339,757.8,404.534,1021.54,888.103,1090.98,652.923,646.073,690.236,706.436,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_65,2,2,344.388,394.554,317.155,317.585,755.758,761.464,412.286,1024.26,890.858,1090.05,651.828,644.833,667.566,705.175,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_66,2,1,379.455,436.715,327.974,329.528,743.025,741.214,405.52,1035.55,870.084,1031.32,588.697,577.948,763.416,731.492,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_66,2,2,378.655,436.086,334.501,336.388,750.31,744.836,401.539,1042.02,875.232,1023.74,587.355,576.426,766.666,730.038,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_67,2,1,352.908,419.591,322.858,323.417,738.459,726.677,417.817,995.367,757.274,956.6,578.974,563.102,744.711,682.49,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_67,2,2,353.922,421.132,323.905,324.467,733.518,729.63,409.742,996.398,756.029,959.735,577.651,561.068,739.478,680.36,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_68,2,1,357.499,407.716,287.825,284.01,759.099,750.067,423.95,1028.27,950.907,982.912,525.973,530.77,707.963,725.351,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_68,2,2,358.457,426.543,289.969,290.622,755.809,758.102,419.629,1033.4,958.723,988.591,522.651,529.275,668.151,725.102,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_69,2,1,334.947,387.107,304.131,289.163,706.857,715.693,366.991,967.515,858.686,1064.68,614.018,614.603,789.935,697.4,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_69,2,2,336.657,391.125,301.948,290.832,706.638,697.481,364.336,975.431,846.506,1062.44,606.104,601.666,788.362,690.306,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_70,2,1,436.05,513.139,369.629,378.984,893.885,898.169,481.776,1254.89,1252.78,1153.55,664.44,653.227,878.484,845.058,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_70,2,2,438.737,514.371,373.657,379.794,899.073,910.277,479.952,1266.62,1259.46,1153.83,661.402,651.119,880.051,841.514,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_71,2,1,400.161,415.522,401.734,393.927,722.557,726.788,401.346,1217.96,1140.72,1368.3,738.529,738.014,871.082,681.798,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_71,2,2,400.28,423.083,404.993,387.632,718.047,724.799,397.608,1208.46,1132.85,1367.27,736.902,738.358,869.268,684.827,Female
IBV,MOVE4D,IBV,20191030,IEEEP2_72,2,1,370.596,442.053,319.426,324.938,792.939,787.54,396.413,931.73,864.896,988.994,572.149,560.437,753.832,806.008,Male
IBV,MOVE4D,IBV,20191030,IEEEP2_72,2,2,369.121,439.612,320.638,324.803,790.159,788.07,395.778,922.7,863.313,993.492,572.987,560.739,754.727,805.302,Male
SizeStream,SS@Home,SizeStream,20200622,IEEEP2_01,2,1,326.136,468.884,290.449,298.577,758.19,747.014,367.03,903.605,854.964,1070.356,610.108,601.091,683.768,717.423,Female
SizeStream,SS@Home,SizeStream,20200622,IEEEP2_01,2,2,323.215,461.518,289.306,301.752,777.494,770.636,357.124,892.048,840.74,1062.99,606.679,610.616,693.166,722.884,Female
SizeStream,SS@Home,SizeStream,20200622,IEEEP2_01,2,3,332.613,460.502,297.18,293.878,754.38,755.142,363.601,888.238,862.838,1062.736,601.472,592.709,704.215,708.66,Female
SizeStream,SS@Home,SizeStream,20200622,IEEEP2_01,2,4,326.898,463.169,286.766,294.132,769.112,749.554,358.902,886.714,862.076,1059.561,599.567,594.868,699.643,706.755,Female
SizeStream,SS@Home,SizeStream,20200622,IEEEP2_10,2,1,318.516,445.008,296.291,300.355,809.625,807.085,383.413,875.792,941.324,1126.998,583.565,588.518,790.702,768.731,Female
SizeStream,SS@Home,SizeStream,20200622,IEEEP2_10,2,2,310.642,444.119,288.163,294.894,814.578,802.894,404.368,864.489,967.867,1116.584,574.548,575.437,783.336,763.27,Female
SizeStream,SS@Home,SizeStream,20200622,IEEEP2_10,2,3,313.182,450.215,304.292,301.625,830.199,818.896,402.971,871.855,956.945,1120.902,570.103,574.04,784.098,758.698,Female
SizeStream,SS@Home,SizeStream,20200622,IEEEP2_10,2,4,318.008,444.881,292.862,295.148,818.769,810.768,394.843,876.554,935.355,1118.235,604.647,601.345,797.052,773.684,Female
SizeStream,SS@Home,SizeStream,20200622,IEEEP2_11,2,1,394.97,490.347,366.014,384.556,805.434,803.783,447.294,1121.664,957.199,1043.305,606.933,610.235,728.218,726.567,Male
SizeStream,SS@Home,SizeStream,20200622,IEEEP2_11,2,2,401.32,483.362,362.204,360.426,813.689,807.974,445.897,1123.95,959.612,1046.48,609.473,609.219,741.807,727.456,Male
SizeStream,SS@Home,SizeStream,20200622,IEEEP2_11,2,3,400.812,483.743,354.457,365.76,815.721,822.198,457.962,1128.395,967.613,1049.401,612.267,609.6,746.379,720.217,Male
SizeStream,SS@Home,SizeStream,20200622,IEEEP2_11,2,4,402.59,480.06,357.251,370.078,812.038,813.308,454.279,1112.647,960.628,1045.083,618.49,612.14,740.537,726.821,Male
SizeStream,SS@Home,SizeStream,20200622,IEEEP2_12,2,1,348.996,520.065,311.404,316.357,837.438,829.945,393.446,960.374,914.654,1029.208,621.284,609.727,796.925,834.898,Male
